Breed,Class Name,Entries
Spaniel (Sussex),Class 1381.  Good Citizen Dog Scheme Dog,2
Spaniel (Sussex),Class 1382.  Veteran Bitch,2
Spaniel (Sussex),Class 1383.  Puppy Bitch,5
Spaniel (Sussex),Class 1384.  Junior Bitch,3
Spaniel (Sussex),Class 1385.  Post Graduate Bitch,8
Spaniel (Sussex),Class 1386.  Limit Bitch,3
Spaniel (Sussex),Class 1387.  Open Bitch,10
Spaniel (Sussex),Class 1388.  Field Trial Bitch,0
Spaniel (Sussex),Class 1389.  Special Working Gundog Bitch,1
Spaniel (Sussex),Class 1390.  Good Citizen Dog Scheme Bitch,1
Spanish Water Dog,Class 1413.  Veteran Dog,5
Spanish Water Dog,Class 1414.  Puppy Dog,0
Spanish Water Dog,Class 1415.  Junior Dog,5
Spanish Water Dog,Class 1416.  Post Graduate Dog,7
Spanish Water Dog,Class 1417.  Limit Dog,5
Spanish Water Dog,Class 1418.  Open Dog,11
Spanish Water Dog,Class 1419.  Special Working Gundog Dog,1
Spanish Water Dog,Class 1420.  Good Citizen Dog Scheme Dog,1
Spanish Water Dog,Class 1421.  Veteran Bitch,4
Spanish Water Dog,Class 1422.  Puppy Bitch,6
Spanish Water Dog,Class 1423.  Junior Bitch,4
Spanish Water Dog,Class 1424.  Post Graduate Bitch,7
Spanish Water Dog,Class 1425.  Limit Bitch,5
Spanish Water Dog,Class 1426.  Open Bitch,11
Spanish Water Dog,Class 1427.  Special Working Gundog Bitch,3
Spanish Water Dog,Class 1428.  Good Citizen Dog Scheme Bitch,2
Weimaraner,Class 1429.  Veteran Dog,1
Weimaraner,Class 1430.  Minor Puppy Dog,1
Weimaraner,Class 1431.  Puppy Dog,4
Weimaraner,Class 1432.  Junior Dog,5
Weimaraner,Class 1433.  Yearling Dog,11
Weimaraner,Class 1434.  Post Graduate Dog,8
Weimaraner,Class 1435.  Limit Dog,10
Weimaraner,Class 1436.  Open Dog,13
Weimaraner,Class 1437.  Field Trial Dog,2
Weimaraner,Class 1438.  Special Working Gundog Dog,3
Weimaraner,Class 1439.  Good Citizen Dog Scheme Dog,5
Weimaraner,Class 1440.  Veteran Bitch,4
Weimaraner,Class 1441.  Minor Puppy Bitch,3
Weimaraner,Class 1442.  Puppy Bitch,2
Weimaraner,Class 1443.  Junior Bitch,4
Weimaraner,Class 1444.  Yearling Bitch,8
Weimaraner,Class 1445.  Post Graduate Bitch,11
Weimaraner,Class 1446.  Limit Bitch,12
Weimaraner,Class 1447.  Open Bitch,14
Weimaraner,Class 1448.  Field Trial Bitch,0
Weimaraner,Class 1449.  Special Working Gundog Bitch,1
Weimaraner,Class 1450.  Good Citizen Dog Scheme Bitch,7
Any Variety Imported Breed Register (Gundog),Class 1451.  Puppy Dog,2
Any Variety Imported Breed Register (Gundog),Class 1452.  Junior Dog,4
Any Variety Imported Breed Register (Gundog),Class 1453.  Post Graduate Dog,8
Any Variety Imported Breed Register (Gundog),Class 1454.  Limit Dog,5
Any Variety Imported Breed Register (Gundog),Class 1455.  Open Dog,11
Any Variety Imported Breed Register (Gundog),Class 1456.  Good Citizen Dog Scheme Dog,2
Any Variety Imported Breed Register (Gundog),Class 1457.  Puppy Bitch,2
Any Variety Imported Breed Register (Gundog),Class 1458.  Junior Bitch,6
Any Variety Imported Breed Register (Gundog),Class 1459.  Post Graduate Bitch,6
Any Variety Imported Breed Register (Gundog),Class 1460.  Limit Bitch,4
Any Variety Imported Breed Register (Gundog),Class 1461.  Open Bitch,12
Any Variety Imported Breed Register (Gundog),Class 1462.  Good Citizen Dog Scheme Bitch,4
Gamekeepers' Classes,Class 1464.  For Gamekeepers,10
Gamekeepers' Classes,Class 1465.  For Working Gundogs - Best Dog Dog,12
Gamekeepers' Classes,Class 1466.  For Working Gundogs - Best Bitch Bitch,32
Gamekeepers' Classes,Class 1467.  For Gamekeepers,2
Gamekeepers' Classes,Class 1468.  For Working Gundogs - Best Dog Dog,5
Gamekeepers' Classes,Class 1469.  For Working Gundogs - Best Bitch Bitch,2
Gamekeepers' Classes,Class 1470.  For Gamekeepers,7
Gamekeepers' Classes,Class 1471.  For Working Gundogs - Best Dog Dog,11
Gamekeepers' Classes,Class 1472.  For Working Gundogs - Best Bitch Bitch,13
Gamekeepers' Classes,Class 1473.  For Gamekeepers,12
Gamekeepers' Classes,Class 1474.  For Working Gundogs - Best Dog Dog,48
Gamekeepers' Classes,Class 1475.  For Working Gundogs - Best Bitch Bitch,56
Gamekeepers' Classes,Class 1476.  For Gamekeepers,11
Gamekeepers' Classes,Class 1477.  For Working Gundogs - Best Dog Dog,21
Gamekeepers' Classes,Class 1478.  For Working Gundogs - Best Bitch Bitch,30
Gamekeepers' Classes,Class 1479.  Gamekeeper Team,29
Gamekeepers' Classes,Class 1480.  Class restricted to Retired Gamekeepers,5
Gamekeepers' Classes,Class 1481.  Working Gundog Team,45
Gamekeepers' Classes,Class 1482.  Best Young Handler under 14 years,15
Gamekeepers' Classes,Class 1483.  Best Young Handler 14-18 years,2
Overall,Class 1464.  For Gamekeepers,10
Overall,Class 1465.  For Working Gundogs - Best Dog Dog,12
Overall,Class 1466.  For Working Gundogs - Best Bitch Bitch,32
Overall,Class 1467.  For Gamekeepers,2
Overall,Class 1468.  For Working Gundogs - Best Dog Dog,5
Overall,Class 1469.  For Working Gundogs - Best Bitch Bitch,2
Overall,Class 1470.  For Gamekeepers,7
Overall,Class 1471.  For Working Gundogs - Best Dog Dog,11
Overall,Class 1472.  For Working Gundogs - Best Bitch Bitch,13
Overall,Class 1473.  For Gamekeepers,12
Overall,Class 1474.  For Working Gundogs - Best Dog Dog,48
Overall,Class 1475.  For Working Gundogs - Best Bitch Bitch,56
Overall,Class 1476.  For Gamekeepers,11
Overall,Class 1477.  For Working Gundogs - Best Dog Dog,21
Overall,Class 1478.  For Working Gundogs - Best Bitch Bitch,30
Overall,Class 1479.  Gamekeeper Team,29
Overall,Class 1480.  Class restricted to Retired Gamekeepers,5
Overall,Class 1481.  Working Gundog Team,45
Overall,Class 1482.  Best Young Handler under 14 years,15
Overall,Class 1483.  Best Young Handler 14-18 years,2
Afghan Hound,Class 1464.  For Gamekeepers,10
Afghan Hound,Class 1465.  For Working Gundogs - Best Dog Dog,12
Afghan Hound,Class 1466.  For Working Gundogs - Best Bitch Bitch,32
Afghan Hound,Class 1467.  For Gamekeepers,2
Afghan Hound,Class 1468.  For Working Gundogs - Best Dog Dog,5
Afghan Hound,Class 1469.  For Working Gundogs - Best Bitch Bitch,2
Afghan Hound,Class 1470.  For Gamekeepers,7
Afghan Hound,Class 1471.  For Working Gundogs - Best Dog Dog,11
Afghan Hound,Class 1472.  For Working Gundogs - Best Bitch Bitch,13
Afghan Hound,Class 1473.  For Gamekeepers,12
Afghan Hound,Class 1474.  For Working Gundogs - Best Dog Dog,48
Afghan Hound,Class 1475.  For Working Gundogs - Best Bitch Bitch,56
Afghan Hound,Class 1476.  For Gamekeepers,11
Afghan Hound,Class 1477.  For Working Gundogs - Best Dog Dog,21
Afghan Hound,Class 1478.  For Working Gundogs - Best Bitch Bitch,30
Afghan Hound,Class 1479.  Gamekeeper Team,29
Afghan Hound,Class 1480.  Class restricted to Retired Gamekeepers,5
Afghan Hound,Class 1481.  Working Gundog Team,45
Afghan Hound,Class 1482.  Best Young Handler under 14 years,15
Afghan Hound,Class 1483.  Best Young Handler 14-18 years,2
Afghan Hound,Class 2756.  Veteran Dog,4
Afghan Hound,Class 2757.  Minor Puppy Dog,1
Afghan Hound,Class 2758.  Puppy Dog,1
Afghan Hound,Class 2759.  Junior Dog,5
Afghan Hound,Class 2760.  Yearling Dog,12
Afghan Hound,Class 2761.  Post Graduate Dog,10
Afghan Hound,Class 2762.  Limit Dog,8
Afghan Hound,Class 2763.  Open Dog,7
Afghan Hound,Class 2764.  Good Citizen Dog Scheme Dog,3
Afghan Hound,Class 2765.  Veteran Bitch,11
Afghan Hound,Class 2766.  Minor Puppy Bitch,0
Afghan Hound,Class 2767.  Puppy Bitch,2
Afghan Hound,Class 2768.  Junior Bitch,5
Afghan Hound,Class 2769.  Yearling Bitch,6
Afghan Hound,Class 2770.  Post Graduate Bitch,10
Afghan Hound,Class 2771.  Limit Bitch,15
Afghan Hound,Class 2772.  Open Bitch,9
Afghan Hound,Class 2773.  Good Citizen Dog Scheme Bitch,2
Basenji,Class 1464.  For Gamekeepers,10
Basenji,Class 1465.  For Working Gundogs - Best Dog Dog,12
Basenji,Class 1466.  For Working Gundogs - Best Bitch Bitch,32
Basenji,Class 1467.  For Gamekeepers,2
Basenji,Class 1468.  For Working Gundogs - Best Dog Dog,5
Basenji,Class 1469.  For Working Gundogs - Best Bitch Bitch,2
Basenji,Class 1470.  For Gamekeepers,7
Basenji,Class 1471.  For Working Gundogs - Best Dog Dog,11
Basenji,Class 1472.  For Working Gundogs - Best Bitch Bitch,13
Basenji,Class 1473.  For Gamekeepers,12
Basenji,Class 1474.  For Working Gundogs - Best Dog Dog,48
Basenji,Class 1475.  For Working Gundogs - Best Bitch Bitch,56
Basenji,Class 1476.  For Gamekeepers,11
Basenji,Class 1477.  For Working Gundogs - Best Dog Dog,21
Basenji,Class 1478.  For Working Gundogs - Best Bitch Bitch,30
Basenji,Class 1479.  Gamekeeper Team,29
Basenji,Class 1480.  Class restricted to Retired Gamekeepers,5
Basenji,Class 1481.  Working Gundog Team,45
Basenji,Class 1482.  Best Young Handler under 14 years,15
Basenji,Class 1483.  Best Young Handler 14-18 years,2
Basenji,Class 2774.  Veteran Dog,6
Basenji,Class 2775.  Puppy Dog,0
Basenji,Class 2776.  Junior Dog,6
Basenji,Class 2777.  Post Graduate Dog,2
Basenji,Class 2778.  Limit Dog,4
Basenji,Class 2779.  Open Dog,14
Basenji,Class 2780.  Good Citizen Dog Scheme Dog,1
Basenji,Class 2781.  Veteran Bitch,5
Basenji,Class 2782.  Puppy Bitch,0
Basenji,Class 2783.  Junior Bitch,7
Basenji,Class 2784.  Post Graduate Bitch,5
Basenji,Class 2785.  Limit Bitch,6
Basenji,Class 2786.  Open Bitch,13
Basenji,Class 2787.  Good Citizen Dog Scheme Bitch,1
Basset Fauve De Bretagne,Class 1464.  For Gamekeepers,10
Basset Fauve De Bretagne,Class 1465.  For Working Gundogs - Best Dog Dog,12
Basset Fauve De Bretagne,Class 1466.  For Working Gundogs - Best Bitch Bitch,32
Basset Fauve De Bretagne,Class 1467.  For Gamekeepers,2
Basset Fauve De Bretagne,Class 1468.  For Working Gundogs - Best Dog Dog,5
Basset Fauve De Bretagne,Class 1469.  For Working Gundogs - Best Bitch Bitch,2
Basset Fauve De Bretagne,Class 1470.  For Gamekeepers,7
Basset Fauve De Bretagne,Class 1471.  For Working Gundogs - Best Dog Dog,11
Basset Fauve De Bretagne,Class 1472.  For Working Gundogs - Best Bitch Bitch,13
Basset Fauve De Bretagne,Class 1473.  For Gamekeepers,12
Basset Fauve De Bretagne,Class 1474.  For Working Gundogs - Best Dog Dog,48
Basset Fauve De Bretagne,Class 1475.  For Working Gundogs - Best Bitch Bitch,56
Basset Fauve De Bretagne,Class 1476.  For Gamekeepers,11
Basset Fauve De Bretagne,Class 1477.  For Working Gundogs - Best Dog Dog,21
Basset Fauve De Bretagne,Class 1478.  For Working Gundogs - Best Bitch Bitch,30
Basset Fauve De Bretagne,Class 1479.  Gamekeeper Team,29
Basset Fauve De Bretagne,Class 1480.  Class restricted to Retired Gamekeepers,5
Basset Fauve De Bretagne,Class 1481.  Working Gundog Team,45
Basset Fauve De Bretagne,Class 1482.  Best Young Handler under 14 years,15
Basset Fauve De Bretagne,Class 1483.  Best Young Handler 14-18 years,2
Basset Fauve De Bretagne,Class 2788.  Veteran Dog,4
Basset Fauve De Bretagne,Class 2789.  Puppy Dog,4
Basset Fauve De Bretagne,Class 2790.  Junior Dog,3
Basset Fauve De Bretagne,Class 2791.  Post Graduate Dog,3
Basset Fauve De Bretagne,Class 2792.  Limit Dog,4
Basset Fauve De Bretagne,Class 2793.  Open Dog,4
Basset Fauve De Bretagne,Class 2794.  Good Citizen Dog Scheme Dog,0
Basset Fauve De Bretagne,Class 2795.  Veteran Bitch,2
Basset Fauve De Bretagne,Class 2796.  Puppy Bitch,3
Basset Fauve De Bretagne,Class 2797.  Junior Bitch,2
Basset Fauve De Bretagne,Class 2798.  Post Graduate Bitch,5
Basset Fauve De Bretagne,Class 2799.  Limit Bitch,5
Basset Fauve De Bretagne,Class 2800.  Open Bitch,10
Basset Fauve De Bretagne,Class 2801.  Good Citizen Dog Scheme Bitch,2
Basset Griffon Vendeen (Grand),Class 1464.  For Gamekeepers,10
Basset Griffon Vendeen (Grand),Class 1465.  For Working Gundogs - Best Dog Dog,12
Basset Griffon Vendeen (Grand),Class 1466.  For Working Gundogs - Best Bitch Bitch,32
Basset Griffon Vendeen (Grand),Class 1467.  For Gamekeepers,2
Basset Griffon Vendeen (Grand),Class 1468.  For Working Gundogs - Best Dog Dog,5
Basset Griffon Vendeen (Grand),Class 1469.  For Working Gundogs - Best Bitch Bitch,2
Basset Griffon Vendeen (Grand),Class 1470.  For Gamekeepers,7
Basset Griffon Vendeen (Grand),Class 1471.  For Working Gundogs - Best Dog Dog,11
Basset Griffon Vendeen (Grand),Class 1472.  For Working Gundogs - Best Bitch Bitch,13
Basset Griffon Vendeen (Grand),Class 1473.  For Gamekeepers,12
Basset Griffon Vendeen (Grand),Class 1474.  For Working Gundogs - Best Dog Dog,48
Basset Griffon Vendeen (Grand),Class 1475.  For Working Gundogs - Best Bitch Bitch,56
Basset Griffon Vendeen (Grand),Class 1476.  For Gamekeepers,11
Basset Griffon Vendeen (Grand),Class 1477.  For Working Gundogs - Best Dog Dog,21
Basset Griffon Vendeen (Grand),Class 1478.  For Working Gundogs - Best Bitch Bitch,30
Basset Griffon Vendeen (Grand),Class 1479.  Gamekeeper Team,29
Basset Griffon Vendeen (Grand),Class 1480.  Class restricted to Retired Gamekeepers,5
Basset Griffon Vendeen (Grand),Class 1481.  Working Gundog Team,45
Basset Griffon Vendeen (Grand),Class 1482.  Best Young Handler under 14 years,15
Basset Griffon Vendeen (Grand),Class 1483.  Best Young Handler 14-18 years,2
Basset Griffon Vendeen (Grand),Class 2802.  Veteran Dog,2
Basset Griffon Vendeen (Grand),Class 2803.  Puppy Dog,0
Basset Griffon Vendeen (Grand),Class 2804.  Junior Dog,1
Basset Griffon Vendeen (Grand),Class 2805.  Post Graduate Dog,4
Basset Griffon Vendeen (Grand),Class 2806.  Limit Dog,0
Basset Griffon Vendeen (Grand),Class 2807.  Open Dog,4
Basset Griffon Vendeen (Grand),Class 2808.  Good Citizen Dog Scheme Dog,1
Basset Griffon Vendeen (Grand),Class 2809.  Veteran Bitch,2
Basset Griffon Vendeen (Grand),Class 2810.  Puppy Bitch,0
Basset Griffon Vendeen (Grand),Class 2811.  Junior Bitch,4
Basset Griffon Vendeen (Grand),Class 2812.  Post Graduate Bitch,2
Basset Griffon Vendeen (Grand),Class 2813.  Limit Bitch,2
Basset Griffon Vendeen (Grand),Class 2814.  Open Bitch,5
Basset Griffon Vendeen (Grand),Class 2815.  Good Citizen Dog Scheme Bitch,0
Basset Griffon Vendeen (Petit),Class 1464.  For Gamekeepers,10
Basset Griffon Vendeen (Petit),Class 1465.  For Working Gundogs - Best Dog Dog,12
Basset Griffon Vendeen (Petit),Class 1466.  For Working Gundogs - Best Bitch Bitch,32
Basset Griffon Vendeen (Petit),Class 1467.  For Gamekeepers,2
Basset Griffon Vendeen (Petit),Class 1468.  For Working Gundogs - Best Dog Dog,5
Basset Griffon Vendeen (Petit),Class 1469.  For Working Gundogs - Best Bitch Bitch,2
Basset Griffon Vendeen (Petit),Class 1470.  For Gamekeepers,7
Basset Griffon Vendeen (Petit),Class 1471.  For Working Gundogs - Best Dog Dog,11
Basset Griffon Vendeen (Petit),Class 1472.  For Working Gundogs - Best Bitch Bitch,13
Basset Griffon Vendeen (Petit),Class 1473.  For Gamekeepers,12
Basset Griffon Vendeen (Petit),Class 1474.  For Working Gundogs - Best Dog Dog,48
Basset Griffon Vendeen (Petit),Class 1475.  For Working Gundogs - Best Bitch Bitch,56
Basset Griffon Vendeen (Petit),Class 1476.  For Gamekeepers,11
Basset Griffon Vendeen (Petit),Class 1477.  For Working Gundogs - Best Dog Dog,21
Basset Griffon Vendeen (Petit),Class 1478.  For Working Gundogs - Best Bitch Bitch,30
Basset Griffon Vendeen (Petit),Class 1479.  Gamekeeper Team,29
Basset Griffon Vendeen (Petit),Class 1480.  Class restricted to Retired Gamekeepers,5
Basset Griffon Vendeen (Petit),Class 1481.  Working Gundog Team,45
Basset Griffon Vendeen (Petit),Class 1482.  Best Young Handler under 14 years,15
Basset Griffon Vendeen (Petit),Class 1483.  Best Young Handler 14-18 years,2
Basset Griffon Vendeen (Petit),Class 2816.  Veteran Dog,9
Basset Griffon Vendeen (Petit),Class 2817.  Puppy Dog,2
Basset Griffon Vendeen (Petit),Class 2818.  Junior Dog,1
Basset Griffon Vendeen (Petit),Class 2819.  Post Graduate Dog,7
Basset Griffon Vendeen (Petit),Class 2820.  Limit Dog,4
Basset Griffon Vendeen (Petit),Class 2821.  Open Dog,13
Basset Griffon Vendeen (Petit),Class 2822.  Good Citizen Dog Scheme Dog,2
Basset Griffon Vendeen (Petit),Class 2823.  Veteran Bitch,4
Basset Griffon Vendeen (Petit),Class 2824.  Puppy Bitch,2
Basset Griffon Vendeen (Petit),Class 2825.  Junior Bitch,3
Basset Griffon Vendeen (Petit),Class 2826.  Post Graduate Bitch,9
Basset Griffon Vendeen (Petit),Class 2827.  Limit Bitch,8
Basset Griffon Vendeen (Petit),Class 2828.  Open Bitch,12
Basset Griffon Vendeen (Petit),Class 2829.  Good Citizen Dog Scheme Bitch,3
Basset Hound,Class 1464.  For Gamekeepers,10
Basset Hound,Class 1465.  For Working Gundogs - Best Dog Dog,12
Basset Hound,Class 1466.  For Working Gundogs - Best Bitch Bitch,32
Basset Hound,Class 1467.  For Gamekeepers,2
Basset Hound,Class 1468.  For Working Gundogs - Best Dog Dog,5
Basset Hound,Class 1469.  For Working Gundogs - Best Bitch Bitch,2
Basset Hound,Class 1470.  For Gamekeepers,7
Basset Hound,Class 1471.  For Working Gundogs - Best Dog Dog,11
Basset Hound,Class 1472.  For Working Gundogs - Best Bitch Bitch,13
Basset Hound,Class 1473.  For Gamekeepers,12
Basset Hound,Class 1474.  For Working Gundogs - Best Dog Dog,48
Basset Hound,Class 1475.  For Working Gundogs - Best Bitch Bitch,56
Basset Hound,Class 1476.  For Gamekeepers,11
Basset Hound,Class 1477.  For Working Gundogs - Best Dog Dog,21
Basset Hound,Class 1478.  For Working Gundogs - Best Bitch Bitch,30
Basset Hound,Class 1479.  Gamekeeper Team,29
Basset Hound,Class 1480.  Class restricted to Retired Gamekeepers,5
Basset Hound,Class 1481.  Working Gundog Team,45
Basset Hound,Class 1482.  Best Young Handler under 14 years,15
Basset Hound,Class 1483.  Best Young Handler 14-18 years,2
Basset Hound,Class 2830.  Veteran Dog,5
Basset Hound,Class 2831.  Minor Puppy Dog,0
Basset Hound,Class 2832.  Puppy Dog,2
Basset Hound,Class 2833.  Junior Dog,5
Basset Hound,Class 2834.  Yearling Dog,7
Basset Hound,Class 2835.  Post Graduate Dog,9
Basset Hound,Class 2836.  Limit Dog,10
Basset Hound,Class 2837.  Open Dog,18
Basset Hound,Class 2838.  Good Citizen Dog Scheme Dog,0
Basset Hound,Class 2839.  Veteran Bitch,8
Basset Hound,Class 2840.  Minor Puppy Bitch,2
Basset Hound,Class 2841.  Puppy Bitch,5
Basset Hound,Class 2842.  Junior Bitch,7
Basset Hound,Class 2843.  Yearling Bitch,6
Basset Hound,Class 2844.  Post Graduate Bitch,15
Basset Hound,Class 2845.  Limit Bitch,9
Basset Hound,Class 2846.  Open Bitch,17
Basset Hound,Class 2847.  Good Citizen Dog Scheme Bitch,0
Bavarian Mountain Hound,Class 1464.  For Gamekeepers,10
Bavarian Mountain Hound,Class 1465.  For Working Gundogs - Best Dog Dog,12
Bavarian Mountain Hound,Class 1466.  For Working Gundogs - Best Bitch Bitch,32
Bavarian Mountain Hound,Class 1467.  For Gamekeepers,2
Bavarian Mountain Hound,Class 1468.  For Working Gundogs - Best Dog Dog,5
Bavarian Mountain Hound,Class 1469.  For Working Gundogs - Best Bitch Bitch,2
Bavarian Mountain Hound,Class 1470.  For Gamekeepers,7
Bavarian Mountain Hound,Class 1471.  For Working Gundogs - Best Dog Dog,11
Bavarian Mountain Hound,Class 1472.  For Working Gundogs - Best Bitch Bitch,13
Bavarian Mountain Hound,Class 1473.  For Gamekeepers,12
Bavarian Mountain Hound,Class 1474.  For Working Gundogs - Best Dog Dog,48
Bavarian Mountain Hound,Class 1475.  For Working Gundogs - Best Bitch Bitch,56
Bavarian Mountain Hound,Class 1476.  For Gamekeepers,11
Bavarian Mountain Hound,Class 1477.  For Working Gundogs - Best Dog Dog,21
Bavarian Mountain Hound,Class 1478.  For Working Gundogs - Best Bitch Bitch,30
Bavarian Mountain Hound,Class 1479.  Gamekeeper Team,29
Bavarian Mountain Hound,Class 1480.  Class restricted to Retired Gamekeepers,5
